id,species,trait,parameter,mqtl_name,chromosome,position_interval,associated_markers,pve,candidate_gene,reference,doi,source_file
M01725,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL1B.4,1B,49.22-50.32,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01726,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL1B.5,1B,51.995-52.565,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01727,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL1B.6,1B,54.225-55.035,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01728,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL1B.7,1B,59.99-60.35,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01729,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL1B.8,1B,73.955-74.045,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01730,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL1D.1,1D,8.365-16.695,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01731,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL1D.2,1D,43.435-51.545,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01732,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL1D.3,1D,59.725-67.875,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01733,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL1D.4,1D,71.735-76.045,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01734,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2A.1,2A,34.98-36.04,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01735,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2A.2,2A,42.585-43.255,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01736,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2A.3,2A,46.575-47.925,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01737,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2A.4,2A,52.45-52.49,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01738,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2A.5,2A,80.33-80.61,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01739,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2B.1,2B,3.745-4.115,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01740,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2B.2,2B,14.585-15.895,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01741,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2B.3,2B,33.27-34.43,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01742,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2B.4,2B,43.545-44.795,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01743,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2B.5,2B,47.81-49.87,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01744,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2B.6,2B,59.885-60.535,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01745,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2B.7,2B,78.145-78.935,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01746,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2B.8,2B,80.73-81.29,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01747,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2B.9,2B,97.06-97.06,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01748,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2D.1,2D,52.46-53.42,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01749,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2D.2,2D,67.665-68.035,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01750,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2D.3,2D,75.08-76.88,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01751,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2D.4,2D,82.175-82.745,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01752,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2D.5,2D,91.835-92.525,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01753,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL2D.6,2D,98.47-101.75,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01754,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3A.1,3A,23.4-24.98,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01755,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3A.2,3A,47.485-49.435,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01756,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3A.3,3A,70.285-71.915,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01757,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3A.4,3A,118.48-120.56,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01758,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3A.5,3A,197.56-198.26,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01759,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3B.1,3B,22.115-22.685,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01760,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3B.2,3B,31.64-32.24,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01761,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3B.3,3B,39.455-40.965,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01762,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3B.4,3B,53.94-54.6,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01763,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3B.5,3B,61.395-62.205,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01764,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3B.6,3B,73.21-74.09,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01765,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3B.7,3B,77.535-78.485,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01766,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3B.8,3B,104.855-105.185,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01767,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3D.1,3D,15.87-17.19,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01768,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3D.2,3D,30.43-31.83,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01769,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3D.3,3D,40.725-40.915,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01770,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3D.4,3D,51.86-59.78,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01771,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL3D.5,3D,69.11-70.41,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01772,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL4A.1,4A,18.685-19.615,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01773,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL4A.2,4A,33.64-33.88,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01774,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL4A.3,4A,45.945-46.595,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01775,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL4A.4,4A,56.585-57.495,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01776,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL4A.5,4A,66.485-66.515,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01777,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL4A.6,4A,69.96-69.96,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01778,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL4B.1,4B,72.515-72.825,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01779,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL4B.2,4B,81.275-81.425,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01780,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL4B.3,4B,84.625-85.075,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01781,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL4B.4,4B,87.18-87.18,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01782,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL4D.1,4D,37.4-39.08,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01783,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL4D.2,4D,75.76-76.18,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01784,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5A.1,5A,78.32-79.46,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01785,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5A.2,5A,85.99-85.99,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01786,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5B.1,5B,24.89-25.97,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01787,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5B.2,5B,32.91-33.25,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01788,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5B.3,5B,51.81-52.45,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01789,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5B.4,5B,55.64-56.06,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01790,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5B.5,5B,63.33-64.53,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01791,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5B.6,5B,73.225-73.555,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01792,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5B.7,5B,96.755-96.845,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01793,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5D.1,5D,11.435-11.985,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01794,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5D.2,5D,21.75-22.25,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01795,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5D.3,5D,26.34-27.22,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01796,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5D.4,5D,31.795-32.365,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01797,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5D.5,5D,46.165-46.395,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01798,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL5D.6,5D,62.375-62.405,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01799,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6A.1,6A,45.825-48.815,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01800,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6A.2,6A,59.365-61.375,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01801,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6B.1,6B,3.89-6.01,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01802,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6B.2,6B,6.78-8.86,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01803,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6B.3,6B,21.285-23.415,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01804,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6B.4,6B,29.79-32.01,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01805,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6B.5,6B,40.725-41.915,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01806,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6B.6,6B,46.815-46.985,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01807,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6D.1,6D,-0.98,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01808,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6D.2,6D,10.375-11.885,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01809,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6D.3,6D,33.685-38.135,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01810,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6D.4,6D,50.405-53.035,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01811,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6D.5,6D,58.135-59.505,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01812,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6D.6,6D,63.685-64.255,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01813,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL6D.7,6D,76.175-76.385,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01814,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7A.1,7A,12.44-13.56,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01815,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7A.2,7A,21.595-22.985,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01816,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7A.3,7A,30.405-31.155,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01817,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7A.4,7A,40.725-42.255,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01818,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7A.5,7A,45.495-46.325,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01819,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7A.6,7A,57.12-58.82,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01820,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7A.7,7A,63.745-64.275,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01821,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7A.8,7A,66.05-67.41,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01822,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7A.9,7A,74.795-75.305,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01823,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7A.10,7A,91.79-91.95,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01824,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7B.1,7B,58.395-58.865,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01825,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7B.2,7B,69.775-71.145,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01826,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7B.3,7B,88.29-88.31,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01827,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7D.1,7D,21.675-22.085,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01828,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7D.2,7D,31.6-33,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01829,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7D.3,7D,47.775-48.725,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01830,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7D.4,7D,60.14-60.82,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01831,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7D.5,7D,63.555-64.505,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01832,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7D.6,7D,67.185-68.035,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01833,Triticum aestivum,Nitrogen use efficiency,root system architecture,MQTL7D.7,7D,96.51-96.57,,,,,https://doi.org/10.1007/s12298-021-01085-0,MQTL_all traitsV3.0_final
M01834,Triticum aestivum,Phosphorous use efficiency,LPAV;LP2,C1/I,1A,,,7.77,,,,MQTL_all traitsV3.0_final
M01835,Triticum aestivum,Phosphorous use efficiency,LP1;LPAV;LP2,C2/I,1D,,,11.3,,,,MQTL_all traitsV3.0_final
M01836,Triticum aestivum,Phosphorous use efficiency,NP1;NP2;NPAV;NP4,C3/II,4B,,,7.8,,,,MQTL_all traitsV3.0_final
M01837,Triticum aestivum,Phosphorous use efficiency,NP2;NP3;NPAV;LPAV;LP4,C4/II,4B,,,9.69,,,,MQTL_all traitsV3.0_final
M01838,Triticum aestivum,Phosphorous use efficiency,NP1;LP1;LP2;NP2;NPAV;LPAV;NP4,C5/II,4B,,,13.96,,,,MQTL_all traitsV3.0_final
M01839,Triticum aestivum,Phosphorous use efficiency,NP4;NPAV;NP1;LP2,C6/II,4B,,,7.08,,,,MQTL_all traitsV3.0_final
M01840,Triticum aestivum,Phosphorous use efficiency,NP1;LP1;LP2;LPAV;NPAV,?7/I,5D,,,11.21,,,,MQTL_all traitsV3.0_final
M01841,Triticum aestivum,Phosphorous use efficiency,NPAV;LPAV;NP1;NP2,C8/I,5D,,,7.75,,,,MQTL_all traitsV3.0_final
M01842,Triticum aestivum,Phosphorous use efficiency,LPAV;NP1;LP4;LP1,C9/11,6A,,,9.7,,,,MQTL_all traitsV3.0_final
