id,species,trait,parameter,cross,population,method,qtl1,chromosome1,position_interval1,markers1,qtl2,chromosome2,position_interval2,markers2,lod,pve,reference,doi,source_file
E00646,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2B,45,chr2B_57246450-chr2B_65095965,,2D,60,chr2D_21555266-chr2D_41428274,13.6118,1.572,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00647,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2D,25,chr2D_14942377-chr2D_15967380,,2D,130,chr2D_545511580-chr2D_555805070,10.8456,1.3048,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00648,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2D,120,chr2D_447252920-chr2D_545511580,,3A,0,chr3A_44589346-chr3A_482182154,12.126,1.486,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00649,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2B,100,chr2B_717127511-chr2B_717627558,,3A,70,chr3A_711253712-chr3A_714525815,11.192,1.3906,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00650,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,1A,5,chr1A_259478530-chr1A_258859399,,3A,100,chr3A_737173523-chr3A_736970958,11.9447,1.5757,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00651,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,1D,50,chr1D_41345723-chr1D_50005070,,3A,110,chr3A_743442702-chr3A_743766990,16.3428,2.1211,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00652,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2A,55,chr2A_43656738-chr2A_52119902,,3B,0,chr3B_851797-chr3B_2276738,10.0836,1.235,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00653,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,1B,65,chr1B_540346553-chr1B_556432841,,3B,0,chr3B_55731020-chr3B_55515071,10.7184,1.3888,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00654,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2A,0,chr2A_608006397-chr1D_2510554,,3B,20,chr3B_323332152-chr3B_240411998,11.8978,1.5422,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00655,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,1A,75,chr1A_556760580-chr1A_564314347,,3D,65,chr3D_590806180-chr3D_594754829,10.3381,1.2293,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00656,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2A,100,chr2A_705790851-chr2A_719525996,,4A,25,chr4A_30316423-chr4A_90524634,13.5187,1.5873,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00657,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,3A,110,chr3A_743442702-chr3A_743766990,,4A,30,chr4A_117705530-chr4A_601241599,11.3639,1.341,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00658,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2B,40,chr2B_35320841-chr2B_42242271,,4A,95,chr4A_677954671-chr4A_668081610,10.2705,1.3474,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00659,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,3B,0,chr3B_796512666-chr3B_798685313,,4A,95,chr4A_677954671-chr4A_668081610,10.3042,1.2942,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00660,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,3D,30,chr3D_572633771-chr3D_572133364,,4A,115,chr4A_690243345-chr4A_689350623,12.0016,1.574,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00661,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,4A,50,chr4A_610248930-chr4A_610053603,,4A,125,chr4A_696726388-chr4A_702104558,11.2395,1.4771,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00662,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2A,90,chr2A_684122587-chr2A_691116258,,4B,0,chr4B_11986573-chr4B_12615686,11.4751,1.4605,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00663,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2B,85,chr2B_645304851-chr2B_653748284,,4B,15,chr4B_652279052-chr4B_653972527,10.8807,1.4267,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00664,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2A,0,chr2A_735744179-chr2A_735570356,,5B,10,chr5B_8944420-chr5B_9284837,13.8776,1.6844,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00665,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,3A,80,chr3A_716253426-chr3A_720446482,,5B,5,chr5B_616722555-chr5B_622544850,10.1348,1.2095,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00666,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,5A,0,chr5A_569526789-chr5A_569868341,,5B,25,chr5B_664727553-chr5B_665809930,11.4229,1.5206,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00667,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,4A,125,chr4A_696726388-chr4A_702104558,,5B,30,chr5B_669588875-chr5B_680234342,10.1274,1.2883,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00668,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,3B,30,chr3B_474767074-chr3B_476593055,,5B,55,chr5B_691808672-chr5B_691808788,10.2272,1.4152,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00669,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2A,75,chr2A_102123476-chr2A_274548650,,5B,60,chr5B_699730367-chr5B_693907009,12.449,1.6001,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00670,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2A,10,chr2A_744368595-chr2A_745016668,,5D,40,chr5D_360132082-chr5D_368946340,12.1118,1.5617,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00671,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,5A,10,chr5A_582105509-chr5A_580553868,,5D,15,chr5D_506095489-chr5D_522511330,10.5869,1.3257,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00672,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,4A,100,chr4A_660640774-chr4A_649801931,,6A,0,chr6A_5233761-chr6A_5296425,10.569,1.3986,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00673,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2A,0,chr2A_735744179-chr2A_735570356,,6A,10,chr6A_3691352-chr6A_7165920,10.3059,1.3328,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00674,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2A,25,chr2A_17405760-chr2A_21421383,,6A,15,chr6A_97697960-chr6A_88806286,10.177,1.2631,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00675,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,3B,30,chr3B_474767074-chr3B_476593055,,6B,10,chr6B_18228551-chr6B_27650296,10.2516,1.1989,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00676,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,1A,70,chr1A_556760580-chr1A_564314347,,6B,55,chr6B_476197372-chr6B_476732733,12.4867,1.3848,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00677,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,3A,110,chr3A_743442702-chr3A_743766990,,6B,70,chr6B_659254341-chr6B_675338844,10.3831,1.3009,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00678,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,5D,0,chr5D_491526372-chr5D_492138421,,6D,5,chr6D_5091061-chr6D_5093708,10.5153,1.4131,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00679,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,5B,25,chr5B_19648339-chr5B_41266932,,6D,25,chr6D_436296601-chr6D_433499616,10.5192,1.3822,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00680,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,1B,35,chr1B_25327828-chr1B_40302960,,6D,35,chr6D_439587357-chr6D_447217196,11.2733,1.4026,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00681,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,4A,55,chr4A_612531321-chr4A_613396527,,6D,15,chr6D_462193069-chr6D_472765722,12.0104,1.4676,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00682,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2A,25,chr2A_745016668-chr2A_754345906,,7A,20,chr7A_14443946-chr7A_17421614,10.6134,1.1293,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
