gene_id,chromosome,genome,start,end,n_homoeolog_partners,retention_class,gc_content
TraesCS3D02G377700,3D,D,495277313,495278266,2,triad,55.35
TraesCS3D02G377800,3D,D,495279262,495280549,1,partial,47.2
TraesCS3D02G377900,3D,D,495307123,495307884,0,singleton,51.84
TraesCS3D02G378000,3D,D,495309423,495312123,1,partial,44.98
TraesCS3D02G378100,3D,D,495317213,495318136,2,triad,47.84
TraesCS3D02G378200,3D,D,495321371,495323518,2,triad,47.53
TraesCS3D02G378300,3D,D,495484547,495487535,2,triad,57.68
TraesCS3D02G378400,3D,D,495491040,495493933,2,triad,46.72
TraesCS3D02G378500,3D,D,495568896,495577053,2,triad,41.26
TraesCS3D02G378600,3D,D,495807553,495808446,0,singleton,61.07
TraesCS3D02G378700,3D,D,495915950,495920036,2,triad,47.3
TraesCS3D02G378800,3D,D,495922643,495924691,2,triad,65.01
TraesCS3D02G378900,3D,D,496070700,496073916,2,triad,52.25
TraesCS3D02G379000,3D,D,496097382,496102397,2,triad,45.0
TraesCS3D02G379100,3D,D,496104760,496110599,2,triad,40.6
TraesCS3D02G379200,3D,D,496116195,496122884,2,triad,41.41
TraesCS3D02G379300,3D,D,496143021,496149686,2,triad,43.82
TraesCS3D02G379400,3D,D,496402416,496404724,2,triad,58.12
TraesCS3D02G379500,3D,D,496405474,496406993,2,triad,64.47
TraesCS3D02G379600,3D,D,496503737,496507536,2,triad,57.82
TraesCS3D02G379700,3D,D,496583806,496585948,0,singleton,59.87
TraesCS3D02G379800,3D,D,496674623,496677215,2,triad,46.01
TraesCS3D02G379900,3D,D,496678807,496681072,2,triad,44.75
TraesCS3D02G380000,3D,D,496682613,496683592,2,triad,62.35
TraesCS3D02G380100,3D,D,496732739,496739385,2,triad,42.95
TraesCS3D02G380200,3D,D,496740491,496742947,2,triad,44.57
ENSRNA050023946,3D,D,496742755,496742949,0,singleton,49.74
TraesCS3D02G380300,3D,D,496743830,496746677,1,partial,43.26
TraesCS3D02G380400,3D,D,496747162,496748637,0,singleton,53.25
TraesCS3D02G380500,3D,D,496767206,496768555,2,triad,61.19
TraesCS3D02G380600,3D,D,496776633,496785008,2,triad,41.06
TraesCS3D02G380700,3D,D,496785296,496788286,2,triad,55.67
TraesCS3D02G380800,3D,D,496943580,496946877,2,triad,52.3
TraesCS3D02G380900,3D,D,497014134,497015345,2,triad,61.8
TraesCS3D02G381000,3D,D,497230449,497231855,0,singleton,60.84
TraesCS3D02G381100,3D,D,497368909,497369400,2,triad,70.73
TraesCS3D02G381200,3D,D,497372847,497373418,2,triad,68.88
TraesCS3D02G381300,3D,D,497598007,497601266,2,triad,42.33
TraesCS3D02G381400,3D,D,497602124,497604146,2,triad,56.9
TraesCS3D02G381500,3D,D,497721060,497724957,2,triad,52.9
TraesCS3D02G381600,3D,D,497808649,497809845,2,triad,63.49
TraesCS3D02G381700,3D,D,497819304,497820486,2,triad,61.03
TraesCS3D02G381800,3D,D,497824851,497828204,2,triad,53.07
TraesCS3D02G381900,3D,D,497859194,497860605,2,triad,60.2
TraesCS3D02G382000,3D,D,497867597,497869020,2,triad,49.16
TraesCS3D02G382100,3D,D,497869754,497872523,0,singleton,48.27
TraesCS3D02G382200,3D,D,497905958,497909041,1,partial,45.56
TraesCS3D02G382300,3D,D,497959494,497967755,1,partial,43.42
TraesCS3D02G382400,3D,D,498116146,498118349,1,partial,46.73
TraesCS3D02G382500,3D,D,498205988,498208951,2,triad,47.06
ENSRNA050008415,3D,D,498261983,498262069,0,singleton,50.57
TraesCS3D02G382600,3D,D,498263989,498264477,0,singleton,69.53
TraesCS3D02G382700,3D,D,498355487,498356344,2,triad,59.44
TraesCS3D02G382800,3D,D,498394838,498395814,1,partial,57.11
TraesCS3D02G382900,3D,D,498399033,498399402,1,partial,57.03
TraesCS3D02G383000,3D,D,498422878,498423750,2,triad,57.85
TraesCS3D02G383100,3D,D,498439307,498439864,0,singleton,43.01
TraesCS3D02G383200,3D,D,498483516,498484354,2,triad,59.12
ENSRNA050008413,3D,D,498840063,498840149,0,singleton,51.72
TraesCS3D02G383300,3D,D,498860532,498862617,2,triad,61.03
TraesCS3D02G383400,3D,D,498867039,498873793,2,triad,48.25
TraesCS3D02G383500,3D,D,498874798,498883580,2,triad,42.06
TraesCS3D02G383600,3D,D,499027403,499032616,2,triad,42.02
TraesCS3D02G383700,3D,D,499039459,499042058,2,triad,49.85
TraesCS3D02G383800,3D,D,499581306,499582369,1,partial,46.15
TraesCS3D02G384000,3D,D,499630371,499632713,2,triad,51.6
TraesCS3D02G384100,3D,D,499843818,499846268,2,triad,50.8
TraesCS3D02G384200,3D,D,499848349,499851294,2,triad,48.23
TraesCS3D02G384300,3D,D,499946234,499948010,2,triad,46.37
TraesCS3D02G384400,3D,D,499957745,499959959,0,singleton,57.11
TraesCS3D02G384500,3D,D,499984812,499989386,2,triad,44.77
TraesCS3D02G384600,3D,D,499989822,499994542,2,triad,44.84
TraesCS3D02G384700,3D,D,499996422,500005767,2,triad,39.44
TraesCS3D02G384900,3D,D,500311087,500311434,2,triad,45.98
TraesCS3D02G385000,3D,D,500459350,500461212,1,partial,45.84
TraesCS3D02G385100,3D,D,500534361,500536638,0,singleton,43.02
TraesCS3D02G385200,3D,D,500537730,500542939,2,triad,44.34
TraesCS3D02G385300,3D,D,500542623,500555571,2,triad,46.16
TraesCS3D02G385400,3D,D,501030738,501032291,2,triad,68.6
TraesCS3D02G385500,3D,D,501060755,501062314,2,triad,69.04
TraesCS3D02G385600,3D,D,501077349,501087247,2,triad,42.14
TraesCS3D02G385700,3D,D,501162157,501164881,2,triad,61.03
TraesCS3D02G385800,3D,D,501297771,501301486,2,triad,50.65
TraesCS3D02G385900,3D,D,501331599,501332620,2,triad,63.41
TraesCS3D02G386000,3D,D,501413268,501414380,1,partial,61.73
TraesCS3D02G386200,3D,D,501477230,501478738,1,partial,67.0
TraesCS3D02G386300,3D,D,501789004,501790863,2,triad,61.94
TraesCS3D02G386400,3D,D,501804808,501812486,2,triad,40.36
ENSRNA050020806,3D,D,501812809,501813004,0,singleton,47.45
TraesCS3D02G386500,3D,D,501837188,501837379,0,singleton,53.12
ENSRNA050020810,3D,D,501864818,501864956,0,singleton,52.52
TraesCS3D02G386700,3D,D,501884792,501885025,1,partial,46.15
TraesCS3D02G386800,3D,D,501885156,501885497,1,partial,51.75
TraesCS3D02G386900,3D,D,501885979,501886587,1,partial,39.74
TraesCS3D02G387000,3D,D,501929800,501930168,0,singleton,55.01
TraesCS3D02G387100,3D,D,502026297,502028003,0,singleton,42.18
TraesCS3D02G387200,3D,D,502049559,502055602,2,triad,45.6
ENSRNA050020809,3D,D,502063733,502063904,0,singleton,52.33
TraesCS3D02G387300,3D,D,502125506,502127350,1,partial,54.47
TraesCS3D02G387400,3D,D,502158416,502159552,2,triad,66.23
TraesCS3D02G387500,3D,D,502887252,502894682,1,partial,38.16
TraesCS3D02G387600,3D,D,502946286,502951532,2,triad,45.95
TraesCS3D02G387700,3D,D,502951798,502952010,1,partial,53.99
TraesCS3D02G387800,3D,D,502958622,502960762,2,triad,47.22
TraesCS3D02G387900,3D,D,502960929,502964744,2,triad,45.78
TraesCS3D02G388000,3D,D,502967394,502971243,2,triad,50.65
TraesCS3D02G388100,3D,D,503046462,503050246,2,triad,52.95
ENSRNA050008411,3D,D,503731752,503731825,0,singleton,55.41
TraesCS3D02G388200,3D,D,503736027,503737481,2,triad,45.29
TraesCS3D02G388300,3D,D,503738634,503743560,2,triad,42.6
TraesCS3D02G388400,3D,D,503851989,503855917,2,triad,48.84
TraesCS3D02G388500,3D,D,503856663,503858513,2,triad,47.38
TraesCS3D02G388600,3D,D,503860531,503864359,2,triad,44.95
TraesCS3D02G388700,3D,D,503993272,503997224,2,triad,54.84
TraesCS3D02G388800,3D,D,504055019,504063552,2,triad,43.74
TraesCS3D02G388900,3D,D,504290169,504291521,2,triad,72.21
TraesCS3D02G389000,3D,D,504303314,504310081,2,triad,41.33
TraesCS3D02G389100,3D,D,504728169,504733856,2,triad,48.45
TraesCS3D02G389200,3D,D,504739101,504741998,2,triad,43.89
TraesCS3D02G389300,3D,D,504745596,504751986,1,partial,43.28
TraesCS3D02G389400,3D,D,504973878,504977699,2,triad,49.71
TraesCS3D02G389500,3D,D,504990849,504991999,0,singleton,50.83
TraesCS3D02G389600,3D,D,505010569,505012205,1,partial,53.15
TraesCS3D02G389700,3D,D,505015673,505022058,1,partial,42.05
TraesCS3D02G389800,3D,D,505048187,505052093,2,triad,42.87
TraesCS3D02G390000,3D,D,505064731,505066470,2,triad,59.48
TraesCS3D02G390100,3D,D,505177190,505177986,2,triad,52.2
TraesCS3D02G390200,3D,D,505318572,505319988,2,triad,57.73
TraesCS3D02G390300,3D,D,505394023,505403874,2,triad,42.17
TraesCS3D02G390400,3D,D,505404533,505405408,2,triad,68.61
TraesCS3D02G390500,3D,D,505555911,505561529,2,triad,41.5
TraesCS3D02G390600,3D,D,505777198,505779839,2,triad,45.99
TraesCS3D02G390700,3D,D,505794264,505795494,1,partial,53.61
TraesCS3D02G390800,3D,D,505973506,505982584,1,partial,46.13
TraesCS3D02G390900,3D,D,505997491,505999384,2,triad,51.06
TraesCS3D02G391000,3D,D,506009054,506011284,2,triad,45.27
TraesCS3D02G391100,3D,D,506061002,506061942,2,triad,59.72
TraesCS3D02G391200,3D,D,506161036,506161692,2,triad,71.84
TraesCS3D02G391300,3D,D,506172242,506178602,2,triad,39.0
TraesCS3D02G391400,3D,D,506201286,506203012,1,partial,55.24
TraesCS3D02G391500,3D,D,506676734,506677355,0,singleton,44.53
TraesCS3D02G391600,3D,D,506711732,506715759,2,triad,56.13
TraesCS3D02G391700,3D,D,506860204,506871516,2,triad,41.93
TraesCS3D02G391800,3D,D,507026845,507030741,2,triad,58.99
TraesCS3D02G391900,3D,D,507033528,507039595,2,triad,42.01
TraesCS3D02G392000,3D,D,507042156,507044569,2,triad,51.95
TraesCS3D02G392100,3D,D,507063115,507065474,2,triad,39.92
TraesCS3D02G392122,3D,D,507109779,507111083,0,singleton,50.04
TraesCS3D02G392200,3D,D,507446373,507449256,2,triad,53.81
ENSRNA050020807,3D,D,507448203,507448399,0,singleton,44.67
ENSRNA050020808,3D,D,507483515,507483711,0,singleton,46.19
TraesCS3D02G392300,3D,D,507486352,507489353,2,triad,46.04
TraesCS3D02G392400,3D,D,507489484,507493319,2,triad,42.7
TraesCS3D02G392500,3D,D,507533778,507535451,0,singleton,57.77
TraesCS3D02G392600,3D,D,508056056,508060841,2,triad,46.18
TraesCS3D02G392700,3D,D,508066838,508070486,2,triad,45.35
TraesCS3D02G392800,3D,D,508072524,508073033,2,triad,71.57
TraesCS3D02G392900,3D,D,508079513,508084009,2,triad,57.82
TraesCS3D02G393000,3D,D,508161932,508162646,0,singleton,44.62
TraesCS3D02G393100,3D,D,508380512,508382376,1,partial,51.05
TraesCS3D02G393200,3D,D,508383388,508387045,2,triad,42.51
TraesCS3D02G393300,3D,D,508390286,508395718,0,singleton,44.1
TraesCS3D02G393400,3D,D,508397949,508402873,2,triad,48.32
TraesCS3D02G393500,3D,D,508432374,508432562,2,triad,66.67
TraesCS3D02G393600,3D,D,508557277,508561299,2,triad,42.56
TraesCS3D02G393700,3D,D,508584888,508587335,2,triad,48.65
TraesCS3D02G393800,3D,D,508604916,508607915,2,triad,48.8
TraesCS3D02G393900,3D,D,508612818,508614793,2,triad,56.63
TraesCS3D02G394000,3D,D,509076940,509078554,2,triad,59.69
TraesCS3D02G394100,3D,D,509080936,509083817,2,triad,45.11
TraesCS3D02G394200,3D,D,509228440,509231408,2,triad,51.53
TraesCS3D02G394300,3D,D,509248217,509251700,2,triad,49.89
TraesCS3D02G394400,3D,D,509252532,509256513,2,triad,45.3
TraesCS3D02G394500,3D,D,509685335,509686041,0,singleton,53.89
TraesCS3D02G394600,3D,D,509693585,509694207,0,singleton,57.46
TraesCS3D02G394700,3D,D,510263203,510265482,0,singleton,46.97
TraesCS3D02G394800,3D,D,510284388,510288189,2,triad,48.4
TraesCS3D02G394900,3D,D,510288268,510293755,1,partial,42.77
TraesCS3D02G395000,3D,D,510306989,510310380,2,triad,51.15
TraesCS3D02G395100,3D,D,510314182,510314967,2,triad,60.18
TraesCS3D02G395200,3D,D,510353042,510354175,0,singleton,41.71
TraesCS3D02G395300,3D,D,511060678,511064714,0,singleton,52.04
TraesCS3D02G395400,3D,D,511201416,511202153,1,partial,47.83
TraesCS3D02G395500,3D,D,511255589,511257799,0,singleton,53.19
TraesCS3D02G395600,3D,D,511258111,511258767,1,partial,47.34
TraesCS3D02G395700,3D,D,511261242,511262051,2,triad,47.9
TraesCS3D02G395800,3D,D,511292372,511294358,0,singleton,46.7
TraesCS3D02G395900,3D,D,511295136,511297564,1,partial,43.06
TraesCS3D02G396000,3D,D,511299096,511301530,0,singleton,43.49
TraesCS3D02G396100,3D,D,511320412,511321212,1,partial,49.56
TraesCS3D02G396200,3D,D,511324523,511326866,2,triad,46.12
TraesCS3D02G396300,3D,D,511330504,511332483,2,triad,58.28
TraesCS3D02G396400,3D,D,511341439,511347222,2,triad,40.66
TraesCS3D02G396500,3D,D,511346815,511350798,2,triad,53.66
TraesCS3D02G396600,3D,D,511396099,511396986,2,triad,59.35
TraesCS3D02G396700,3D,D,511438983,511439093,0,singleton,39.64
ENSRNA050023007,3D,D,511439017,511439212,0,singleton,42.35
TraesCS3D02G396800,3D,D,511441682,511444383,2,triad,44.12
TraesCS3D02G396900,3D,D,511445136,511451404,1,partial,50.01
TraesCS3D02G397000,3D,D,511533818,511536727,2,triad,62.92
TraesCS3D02G397100,3D,D,511655195,511659598,2,triad,45.16
ENSRNA050008409,3D,D,511719300,511719373,0,singleton,56.76
TraesCS3D02G397200,3D,D,511724301,511727491,2,triad,50.2
TraesCS3D02G397300,3D,D,511940513,511941577,0,singleton,57.84
TraesCS3D02G397400,3D,D,512222765,512224894,2,triad,66.57
TraesCS3D02G397500,3D,D,512259712,512262424,2,triad,46.7
TraesCS3D02G397600,3D,D,512263604,512270478,2,triad,42.2
TraesCS3D02G397700,3D,D,512380258,512381531,2,triad,54.08
TraesCS3D02G397800,3D,D,512505372,512505761,2,triad,75.38
TraesCS3D02G397900,3D,D,512666280,512667021,2,triad,60.24
TraesCS3D02G398000,3D,D,512670982,512675223,2,triad,42.48
TraesCS3D02G398100,3D,D,512674672,512678309,2,triad,48.68
TraesCS3D02G398200,3D,D,512705616,512708182,2,triad,56.21
TraesCS3D02G398300,3D,D,512907673,512909477,2,triad,61.83
TraesCS3D02G398400,3D,D,512909934,512910179,0,singleton,68.7
TraesCS3D02G398500,3D,D,513385408,513387384,0,singleton,58.83
TraesCS3D02G398600,3D,D,513387971,513391282,0,singleton,45.68
TraesCS3D02G398700,3D,D,513620450,513623835,1,partial,40.31
TraesCS3D02G398800,3D,D,513882905,513887908,2,triad,44.88
TraesCS3D02G398900,3D,D,513888298,513891084,2,triad,45.68
TraesCS3D02G399000,3D,D,513890662,513893963,2,triad,43.91
TraesCS3D02G399100,3D,D,513948401,513953363,2,triad,45.25
TraesCS3D02G399200,3D,D,514262079,514267382,2,triad,44.25
TraesCS3D02G399300,3D,D,514267657,514270424,2,triad,47.33
TraesCS3D02G399400,3D,D,514272152,514276711,2,triad,41.47
TraesCS3D02G399500,3D,D,514645801,514648634,2,triad,48.2
TraesCS3D02G399600,3D,D,514651388,514651957,2,triad,74.56
TraesCS3D02G399700,3D,D,514653861,514659395,2,triad,42.69
TraesCS3D02G399800,3D,D,514679313,514682865,2,triad,41.8
TraesCS3D02G399900,3D,D,514916647,514922914,2,triad,46.01
TraesCS3D02G400000,3D,D,515000459,515005677,2,triad,43.97
TraesCS3D02G400100,3D,D,515006829,515007892,0,singleton,55.92
TraesCS3D02G400200,3D,D,515012359,515014682,2,triad,48.41
TraesCS3D02G400300,3D,D,515230388,515231491,2,triad,64.76
TraesCS3D02G400400,3D,D,515257480,515261250,2,triad,47.22
ENSRNA050023008,3D,D,515261942,515262046,0,singleton,42.86
TraesCS3D02G400500,3D,D,515263532,515264769,2,triad,63.81
TraesCS3D02G400600,3D,D,515674706,515676502,2,triad,68.89
TraesCS3D02G400700,3D,D,515676936,515679931,2,triad,46.5
TraesCS3D02G400800,3D,D,515698138,515702364,2,triad,45.73
TraesCS3D02G400900,3D,D,515704990,515705835,0,singleton,64.78
TraesCS3D02G401000,3D,D,515706494,515707929,1,partial,45.33
ENSRNA050008436,3D,D,515749871,515749952,0,singleton,59.76
TraesCS3D02G401100,3D,D,515758306,515770346,2,triad,40.61
TraesCS3D02G401200,3D,D,515776261,515778438,2,triad,58.03
TraesCS3D02G401300,3D,D,515958783,515964117,2,triad,45.96
TraesCS3D02G401400,3D,D,515965563,515968953,2,triad,59.75
TraesCS3D02G401600,3D,D,516196264,516205686,2,triad,42.05
TraesCS3D02G401700,3D,D,516382181,516384291,2,triad,43.01
TraesCS3D02G401800,3D,D,516384617,516387020,2,triad,66.14
TraesCS3D02G401900,3D,D,516401927,516402665,2,triad,39.11
TraesCS3D02G402000,3D,D,516422453,516424987,1,partial,43.91
TraesCS3D02G402100,3D,D,516664468,516667579,1,partial,48.68
TraesCS3D02G402200,3D,D,516671245,516672952,2,triad,61.42
TraesCS3D02G402300,3D,D,516855682,516857557,1,partial,59.28
TraesCS3D02G402400,3D,D,516865113,516869427,1,partial,45.12
TraesCS3D02G402500,3D,D,516876989,516877777,2,triad,60.58
TraesCS3D02G402600,3D,D,516877986,516878811,2,triad,65.01
TraesCS3D02G402700,3D,D,516878965,516882778,2,triad,43.42
TraesCS3D02G402800,3D,D,516961027,516965365,2,triad,45.56
TraesCS3D02G402900,3D,D,516998219,517002370,2,triad,47.3
TraesCS3D02G403000,3D,D,517007063,517008774,2,triad,59.4
TraesCS3D02G403100,3D,D,517273831,517277264,2,triad,47.03
TraesCS3D02G403200,3D,D,517278423,517284024,2,triad,47.75
TraesCS3D02G403300,3D,D,517285491,517288491,2,triad,53.18
TraesCS3D02G403400,3D,D,517482534,517486601,2,triad,40.78
TraesCS3D02G403500,3D,D,517488140,517489616,2,triad,62.83
TraesCS3D02G403600,3D,D,517536132,517547132,1,partial,40.12
TraesCS3D02G403700,3D,D,517809085,517811124,1,partial,58.53
TraesCS3D02G403800,3D,D,517811310,517812966,1,partial,64.94
TraesCS3D02G403900,3D,D,517881909,517886957,1,partial,44.66
TraesCS3D02G404000,3D,D,517889621,517892461,0,singleton,62.02
ENSRNA050008390,3D,D,518129247,518129318,0,singleton,51.39
TraesCS3D02G404100,3D,D,518151532,518157214,2,triad,48.64
TraesCS3D02G404200,3D,D,518565748,518566065,2,triad,45.6
TraesCS3D02G404300,3D,D,518591052,518592651,2,triad,52.44
ENSRNA050008388,3D,D,518741378,518741459,0,singleton,53.66
TraesCS3D02G404400,3D,D,518742024,518744468,2,triad,46.26
TraesCS3D02G404500,3D,D,518746697,518747068,0,singleton,62.37
TraesCS3D02G404600,3D,D,518754227,518755317,0,singleton,64.53
TraesCS3D02G404800,3D,D,519246426,519253075,2,triad,38.5
TraesCS3D02G404900,3D,D,519389199,519393223,2,triad,46.53
TraesCS3D02G405000,3D,D,519597128,519599797,2,triad,42.1
TraesCS3D02G405100,3D,D,519642670,519643222,0,singleton,36.89
TraesCS3D02G405200,3D,D,519667512,519670124,2,triad,45.85
TraesCS3D02G405300,3D,D,519682049,519684953,2,triad,46.88
TraesCS3D02G405400,3D,D,519713367,519714008,2,triad,67.91
TraesCS3D02G405500,3D,D,519881323,519883128,1,partial,61.63
TraesCS3D02G405600,3D,D,520153615,520155249,2,triad,64.34
TraesCS3D02G405700,3D,D,520159993,520161597,2,triad,60.19
ENSRNA050021573,3D,D,520164143,520164216,0,singleton,48.65
TraesCS3D02G405900,3D,D,520190552,520192020,2,triad,68.55
TraesCS3D02G406000,3D,D,520219302,520223080,1,partial,45.62
TraesCS3D02G406200,3D,D,520291673,520292221,1,partial,67.4
TraesCS3D02G406300,3D,D,520314485,520316085,1,partial,42.35
TraesCS3D02G406400,3D,D,520318352,520319244,2,triad,46.14
TraesCS3D02G406500,3D,D,520320827,520324120,1,partial,45.48
TraesCS3D02G406600,3D,D,520426531,520428002,1,partial,55.37
TraesCS3D02G406700,3D,D,520595464,520596132,2,triad,52.02
TraesCS3D02G406800,3D,D,520609170,520610237,1,partial,67.7
TraesCS3D02G406900,3D,D,520639173,520641929,2,triad,51.29
TraesCS3D02G407000,3D,D,520677077,520678322,2,triad,55.46
TraesCS3D02G407100,3D,D,520682953,520684213,1,partial,53.45
TraesCS3D02G407200,3D,D,520702340,520703632,2,triad,54.37
TraesCS3D02G407300,3D,D,520713468,520718766,2,triad,46.05
TraesCS3D02G407400,3D,D,520718912,520725861,2,triad,48.73
TraesCS3D02G407500,3D,D,520816620,520820558,2,triad,41.99
TraesCS3D02G407600,3D,D,520824123,520825587,2,triad,62.32
TraesCS3D02G407700,3D,D,520862627,520864131,2,triad,62.39
TraesCS3D02G407800,3D,D,520944819,520947845,2,triad,43.48
TraesCS3D02G407900,3D,D,521315701,521320000,2,triad,58.21
TraesCS3D02G408000,3D,D,522187430,522191488,0,singleton,56.25
TraesCS3D02G408100,3D,D,522195195,522199066,2,triad,55.42
TraesCS3D02G408200,3D,D,522772857,522775932,1,partial,41.97
TraesCS3D02G408300,3D,D,522777006,522779011,1,partial,46.21
TraesCS3D02G408400,3D,D,522948109,522950733,2,triad,67.47
TraesCS3D02G408500,3D,D,522951858,522956323,2,triad,44.27
TraesCS3D02G408600,3D,D,523153132,523159365,2,triad,41.88
TraesCS3D02G408700,3D,D,523159675,523166251,1,partial,40.31
TraesCS3D02G408800,3D,D,523169018,523170916,2,triad,60.45
TraesCS3D02G408900,3D,D,523171127,523175712,2,triad,47.17
TraesCS3D02G409100,3D,D,523316438,523318607,2,triad,45.67
TraesCS3D02G409200,3D,D,523322030,523327425,2,triad,43.4
TraesCS3D02G409300,3D,D,523330239,523331144,1,partial,69.21
TraesCS3D02G409311,3D,D,523331184,523331522,1,partial,48.08
TraesCS3D02G409400,3D,D,523336148,523337039,1,partial,45.4
TraesCS3D02G409500,3D,D,523379461,523381411,2,triad,47.31
TraesCS3D02G409600,3D,D,523400803,523402085,0,singleton,43.26
TraesCS3D02G409700,3D,D,523408905,523410122,0,singleton,44.42
TraesCS3D02G409800,3D,D,523416634,523418218,1,partial,48.39
TraesCS3D02G409900,3D,D,523441673,523446387,2,triad,43.18
TraesCS3D02G410000,3D,D,523551251,523553293,0,singleton,57.27
TraesCS3D02G410100,3D,D,523569605,523571785,0,singleton,48.97
TraesCS3D02G410200,3D,D,523633419,523635041,0,singleton,68.21
TraesCS3D02G410300,3D,D,523703723,523707098,2,triad,45.65
TraesCS3D02G410400,3D,D,523708265,523711340,0,singleton,46.13
TraesCS3D02G410500,3D,D,523714232,523714702,0,singleton,38.22
TraesCS3D02G410600,3D,D,523740952,523742303,2,triad,41.2
TraesCS3D02G410700,3D,D,523750364,523754321,0,singleton,51.31
TraesCS3D02G410800,3D,D,523753691,523753882,0,singleton,52.08
TraesCS3D02G410900,3D,D,523760660,523761453,0,singleton,43.07
TraesCS3D02G411000,3D,D,523766881,523768795,2,triad,46.37
TraesCS3D02G411100,3D,D,523782358,523784491,2,triad,49.2
TraesCS3D02G411200,3D,D,523806827,523816790,2,triad,41.17
TraesCS3D02G411300,3D,D,523833908,523834252,2,triad,69.86
