Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Triticum aestivum homoeologue gene stable ID	Triticum aestivum homoeologue chromosome/scaffold name	Triticum aestivum homoeologue chromosome/scaffold start (bp)	Triticum aestivum homoeologue chromosome/scaffold end (bp)	Triticum aestivum homoeology confidence [0 low, 1 high]
TraesCS5B02G447700	5B	618475640	618476734	TraesCS5A02G443100	5A	623214050	623215859	1
TraesCS5B02G540900	5B	695785141	695790813	TraesCS5D02G547100	5D	555425310	555434089	1
TraesCS5A02G289600	5A	496285761	496287224					
TraesCS2B02G457000	2B	651733831	651736834	TraesCS2A02G436200	2A	688412204	688415863	1
TraesCS2B02G457000	2B	651733831	651736834	TraesCS2D02G433700	2D	545010099	545016082	1
TraesCS2B02G445200	2B	638261603	638267825	TraesCS2D02G423100	2D	536223729	536227679	1
TraesCS2B02G445200	2B	638261603	638267825	TraesCS2A02G425100	2A	678966565	678970695	1
TraesCS2B02G583900	2B	771045839	771048528	TraesCS2A02G552500	2A	758514795	758517328	1
TraesCS7D02G187700	7D	140307033	140309705	TraesCS7A02G185900	7A	140652206	140653654	1
TraesCS5B02G101900	5B	134926101	134928666	TraesCS5A02G096000	5A	134095257	134097819	1
TraesCS5B02G101900	5B	134926101	134928666	TraesCS5D02G108600	5D	122206570	122209250	1
TraesCS7D02G147000	7D	93937670	93938404	TraesCS6A02G360400	6A	591427940	591428728	0
TraesCS7D02G147000	7D	93937670	93938404	TraesCS7A02G145700	7A	97250808	97251730	1
TraesCS7D02G147000	7D	93937670	93938404	TraesCS6B02G393300	6B	668245177	668245888	0
TraesCS5A02G182900	5A	382544202	382549989	TraesCS5B02G181200	5B	330739039	330749920	1
TraesCS5A02G182900	5A	382544202	382549989	TraesCS5D02G188100	5D	290052122	290058082	1
TraesCS5A02G118700	5A	244754331	244763238	TraesCS5B02G117500	5B	207159492	207173232	1
TraesCS5A02G118700	5A	244754331	244763238	TraesCS5D02G130100	5D	205113415	205122677	1
TraesCS1A02G079000	1A	61717436	61718251	TraesCS1B02G097100	1B	101270449	101271770	0
TraesCS1A02G079000	1A	61717436	61718251	TraesCS1B02G097300	1B	101526841	101528469	1
TraesCS1A02G079000	1A	61717436	61718251	TraesCS1D02G081100	1D	63428204	63429794	1
TraesCS7D02G302300	7D	382378558	382380861	TraesCS7A02G305600	7A	430490995	430492355	1
TraesCS7D02G302300	7D	382378558	382380861	TraesCS7B02G205800	7B	376801010	376803082	1
TraesCS2D02G326200	2D	419778959	419781974	TraesCS2B02G345200	2B	492143680	492146404	1
TraesCS2D02G326200	2D	419778959	419781974	TraesCS2A02G336700	2A	570195518	570197627	1
TraesCS3B02G431100	3B	669950934	669951443	TraesCS3D02G392800	3D	508072524	508073033	1
TraesCS3B02G431100	3B	669950934	669951443	TraesCS3A02G398800	3A	645634449	645635240	1
TraesCS7A02G289300	7A	352181201	352181362					
TraesCS1A02G302800	1A	496439334	496443344	TraesCS1D02G302200	1D	400013436	400017396	1
TraesCS1A02G302800	1A	496439334	496443344	TraesCS1B02G313100	1B	536705935	536709718	1
TraesCS4D02G295100	4D	465160503	465161908					
TraesCS5B02G259100	5B	441532328	441539514	TraesCS5D02G268200	5D	371663980	371671626	1
TraesCS5B02G259100	5B	441532328	441539514	TraesCS5A02G260700	5A	474579384	474586850	1
TraesCS1B02G312300	1B	535917838	535918299					
TraesCS6A02G214000	6A	389954096	389959404	TraesCS6D02G196600	6D	272858001	272863407	1
TraesCS6A02G214000	6A	389954096	389959404	TraesCS6B02G244000	6B	434298095	434303390	1
TraesCS2D02G209900	2D	165539763	165541348	TraesCS2A02G206200	2A	185125696	185127138	1
TraesCS2D02G209900	2D	165539763	165541348	TraesCS2B02G233400	2B	231972646	231974543	1
TraesCS2D02G333500	2D	427096483	427097514					
TraesCS7D02G257800	7D	233212340	233214699	TraesCS7A02G256600	7A	245594974	245596446	1
TraesCS7D02G257800	7D	233212340	233214699	TraesCS7B02G153900	7B	204685214	204687519	1
TraesCS6B02G047600	6B	27991290	27991592	TraesCS6A02G034000	6A	16531258	16532436	1
TraesCS6B02G047600	6B	27991290	27991592	TraesCS6D02G039600	6D	16242882	16244111	0
TraesCS1D02G049000	1D	28574236	28576502	TraesCS1A02G048100	1A	29800306	29802574	1
TraesCS1D02G049000	1D	28574236	28576502	TraesCS1B02G062300	1B	47180510	47182513	1
TraesCS5A02G251200	5A	466985101	466989472	TraesCS5B02G249300	5B	431797656	431809689	1
TraesCS5A02G251200	5A	466985101	466989472	TraesCS5D02G259100	5D	365323601	365328042	1
TraesCS5A02G549500	5A	703194975	703200865					
TraesCS4A02G277900	4A	585539981	585541802	TraesCS4B02G035200	4B	25812203	25813837	1
TraesCS4B02G331000	4B	621705614	621707323	TraesCS5A02G502400	5A	667302103	667304150	1
TraesCS4B02G331000	4B	621705614	621707323	TraesCS4D02G327900	4D	486929265	486930449	1
TraesCS4D02G134200	4D	121073905	121074757	TraesCS4A02G179300	4A	452594126	452594781	1
TraesCS4D02G134200	4D	121073905	121074757	TraesCS4B02G139500	4B	183672573	183675644	1
TraesCS7A02G028100	7A	11265568	11266179					
TraesCS1A02G348600	1A	533740600	533742853	TraesCS1B02G363200	1B	591510181	591513018	1
TraesCS1A02G348600	1A	533740600	533742853	TraesCS1D02G351600	1D	436710123	436713581	1
TraesCS4D02G016100	4D	7203800	7206343	TraesCS4A02G296000	4A	596304815	596307299	1
TraesCS4D02G016100	4D	7203800	7206343	TraesCS4A02G296100	4A	596446016	596448452	0
TraesCS4D02G016100	4D	7203800	7206343	TraesCS4B02G017600	4B	13077784	13080425	1
TraesCS4D02G016100	4D	7203800	7206343	TraesCS4B02G017500	4B	13052500	13054709	0
TraesCS6D02G263200	6D	372142061	372150250	TraesCS6A02G282700	6A	514020501	514029141	1
TraesCS6D02G263200	6D	372142061	372150250	TraesCS6B02G311000	6B	557415813	557424876	1
TraesCS6B02G338600	6B	596629844	596630659					
TraesCS7B02G469700	7B	726267084	726267984					
TraesCS5D02G403600	5D	469241793	469243839	TraesCS5B02G398700	5B	576221459	576221950	1
TraesCS4D02G320900	4D	483951285	483953036	TraesCS4B02G323900	4B	614719604	614721885	1
TraesCS4D02G320900	4D	483951285	483953036	TraesCS5A02G496400	5A	663841608	663843359	1
TraesCS7D02G292100	7D	354527578	354527820	TraesCS2B02G257900	2B	311334678	311334920	1
TraesCS7D02G292100	7D	354527578	354527820	TraesCS7B02G177200	7B	253264105	253264347	0
TraesCS7D02G292100	7D	354527578	354527820	TraesCS4B02G120300	4B	141080228	141080470	0
TraesCS1A02G327500	1A	517090860	517091625	TraesCS1D02G329500	1D	420640745	420641345	1
TraesCS5B02G334700	5B	517865448	517869283	TraesCS5D02G340300	5D	428713470	428717611	1
TraesCS5B02G334700	5B	517865448	517869283	TraesCS5A02G335500	5A	544565116	544569311	1
TraesCS7D02G470400	7D	583549058	583549959	TraesCS7B02G386000	7B	651135271	651135849	1
TraesCS7D02G470400	7D	583549058	583549959	TraesCS7A02G483300	7A	675021874	675023612	1
TraesCS4B02G151400	4B	243182095	243182415					
TraesCS4A02G234800	4A	543740661	543746036	TraesCS4B02G080200	4B	78015510	78021782	1
TraesCS4A02G234800	4A	543740661	543746036	TraesCS4D02G079100	4D	53231602	53237375	1
TraesCS7A02G015000	7A	6535850	6544814	TraesCS7D02G012000	7D	5198154	5207120	1
TraesCSU02G166500	Un	243401522	243401926					
TraesCS3B02G057800	3B	30135043	30135924					
TraesCS4A02G158100	4A	324705836	324708729	TraesCS4D02G169100	4D	294002713	294005598	1
TraesCS4A02G158100	4A	324705836	324708729	TraesCS4B02G155000	4B	275997461	276000157	1
TraesCS5A02G277100	5A	486767901	486770313					
TraesCS4A02G078800	4A	80139925	80145930	TraesCS4D02G243900	4D	408569567	408578190	1
TraesCS4A02G078800	4A	80139925	80145930	TraesCS4B02G245500	4B	507362441	507368532	1
TraesCS6D02G161700	6D	140082638	140088192	TraesCS6B02G200200	6B	240038271	240043589	1
TraesCS6D02G161700	6D	140082638	140088192	TraesCS6A02G172500	6A	183369568	183379274	1
TraesCS7A02G469000	7A	664999688	665000333	TraesCS7D02G456700	7D	575408378	575408668	1
TraesCS2D02G127400	2D	73969209	73970674	TraesCS2A02G124500	2A	73376378	73384662	1
TraesCS2D02G127400	2D	73969209	73970674	TraesCS2B02G147000	2B	113162448	113171443	1
TraesCS3A02G054800	3A	31952535	31956959	TraesCS3B02G066100	3B	39455183	39459872	1
TraesCS3A02G054800	3A	31952535	31956959	TraesCS3D02G054100	3D	22276322	22280672	1
TraesCS7A02G480600	7A	672855814	672859747	TraesCS7B02G382700	7B	648656041	648661260	1
TraesCS5A02G018800	5A	14502732	14503513	TraesCS3D02G062900	3D	27759756	27761451	0
TraesCS5A02G018800	5A	14502732	14503513	TraesCS3B02G075300	3B	46281462	46282709	0
TraesCS6A02G128900	6A	100766198	100766446					
TraesCSU02G110500	Un	95441332	95445388					
TraesCS6A02G127700	6A	100651845	100653577	TraesCS6B02G156100	6B	159128328	159130087	1
TraesCS6A02G127700	6A	100651845	100653577	TraesCS6D02G117700	6D	83425503	83427209	1
TraesCS3B02G103800	3B	70421592	70421795	TraesCS3D02G088700	3D	45047439	45047642	1
TraesCS3B02G103800	3B	70421592	70421795	TraesCS3A02G088300	3A	56778942	56779145	1
TraesCS4A02G453800	4A	718033180	718034037	TraesCS7D02G031700	7D	16691109	16691963	1
TraesCS2B02G450000	2B	643199654	643203400					
TraesCS1D02G089900	1D	75915171	75917508	TraesCS1B02G107500	1B	119578797	119580641	1
TraesCS1D02G089900	1D	75915171	75917508	TraesCS1A02G088400	1A	76728728	76730601	1
TraesCS5A02G345900	5A	549202611	549203033	TraesCS5D02G352600	5D	435265133	435265838	1
TraesCS5A02G345900	5A	549202611	549203033	TraesCS5B02G347300	5B	528583362	528584052	1
TraesCS1D02G344700	1D	433213314	433216933	TraesCS1B02G355700	1B	585073334	585076975	1
TraesCS1D02G344700	1D	433213314	433216933	TraesCS1A02G342600	1A	531607410	531612319	1
TraesCS3D02G487500	3D	582832099	582833380	TraesCS3B02G538900	3B	778450825	778451943	1
TraesCS2A02G142200	2A	87850750	87855663					
TraesCS2B02G039600	2B	18122496	18128030	TraesCS2D02G028300	2D	11575923	11581087	1
TraesCS4D02G137800	4D	123349129	123350658	TraesCS2B02G283000	2B	391099662	391101239	0
TraesCSU02G023100	Un	24260997	24266104					
TraesCS5A02G307900	5A	520444925	520445398	TraesCS5B02G308100	5B	491076574	491077047	1
TraesCS5A02G307900	5A	520444925	520445398	TraesCS5D02G314700	5D	409291679	409292146	1
TraesCS5D02G466800	5D	509134684	509136916	TraesCS5B02G465000	5B	639675572	639677983	1
TraesCS5D02G466800	5D	509134684	509136916	TraesCS5A02G456000	5A	636411562	636414021	1
TraesCS1A02G047400	1A	29280019	29280854	TraesCS1B02G061900	1B	46883619	46884587	1
TraesCS1A02G047400	1A	29280019	29280854	TraesCS1D02G048500	1D	28289807	28290640	1
TraesCS2D02G129600	2D	75391919	75397076	TraesCS2B02G149000	2B	115379498	115385974	1
TraesCS2D02G129600	2D	75391919	75397076	TraesCS2A02G127200	2A	75137182	75142669	1
TraesCS3B02G570000	3B	801416961	801418370	TraesCS3D02G511700	3D	596635640	596636518	1
TraesCS2A02G161600	2A	113927864	113930262	TraesCS2D02G168700	2D	112719326	112721572	1
TraesCS2A02G161600	2A	113927864	113930262	TraesCS2B02G187600	2B	162927852	162929768	1
TraesCS3D02G048900	3D	18779200	18779796	TraesCS3B02G058600	3B	30484838	30485320	1
TraesCS1A02G284800	1A	482277206	482278965	TraesCS1D02G283800	1D	382203402	382205943	1
TraesCS1A02G284800	1A	482277206	482278965	TraesCS1B02G294200	1B	512157007	512159345	1
TraesCS3A02G390600	3A	638710915	638711403	TraesCS3B02G422400	3B	659297376	659305467	1
TraesCS3A02G390600	3A	638710915	638711403	TraesCS3D02G383200	3D	498483516	498484354	1
TraesCS3A02G390600	3A	638710915	638711403	TraesCS3D02G383000	3D	498422878	498423750	1
TraesCS3B02G564800	3B	797596006	797596578	TraesCS6D02G150700	6D	124513883	124515198	0
TraesCS6B02G414400	6B	687366567	687367110	TraesCS6A02G376700	6A	598252988	598253753	1
TraesCS6B02G414400	6B	687366567	687367110	TraesCS6A02G377100	6A	598568375	598568775	1
TraesCS6B02G414400	6B	687366567	687367110	TraesCS6A02G376800	6A	598326572	598326972	1
TraesCS6B02G414400	6B	687366567	687367110	TraesCS6A02G377000	6A	598520406	598520987	1
TraesCS6B02G414400	6B	687366567	687367110	TraesCS6D02G361800	6D	452709126	452709768	1
TraesCS6B02G414400	6B	687366567	687367110	TraesCS6A02G377200	6A	598575811	598576193	1
TraesCS6B02G414400	6B	687366567	687367110	TraesCS6A02G376900	6A	598460489	598461097	1
TraesCS7D02G180700	7D	134101113	134103244	TraesCS7A02G178600	7A	133045615	133047796	1
TraesCS7D02G180700	7D	134101113	134103244	TraesCS7B02G084500	7B	95917004	95919153	1
TraesCS6A02G369400	6A	594976132	594978015	TraesCS6B02G405500	6B	680704939	680707505	1
TraesCS5B02G293900	5B	478476296	478480827	TraesCS5D02G302000	5D	398524800	398529882	1
TraesCS5B02G293900	5B	478476296	478480827	TraesCS5A02G294600	5A	503518062	503522610	1
TraesCS2D02G199800	2D	150922462	150925506					
TraesCS2B02G457600	2B	652407127	652409542	TraesCS2A02G437700	2A	689204300	689207386	1
TraesCS2B02G457600	2B	652407127	652409542	TraesCS2D02G434500	2D	545845140	545851053	1
TraesCS3B02G118325	3B	85095495	85096253	TraesCS4D02G283216	4D	455258979	455259924	1
TraesCS3B02G118325	3B	85095495	85096253	TraesCS6D02G131015	6D	97558023	97558748	0
TraesCS2A02G050200	2A	19433252	19434440					
TraesCS5D02G431800	5D	488345461	488347996	TraesCS5B02G425200	5B	601327782	601330388	1
TraesCS5D02G431800	5D	488345461	488347996	TraesCS5A02G423200	5A	609201596	609204321	1
TraesCS5A02G512300	5A	676317806	676321653	TraesCS4B02G343500	4B	637333392	637337190	1
TraesCS1D02G102500	1D	90645097	90650285	TraesCS1B02G122000	1B	145452862	145458006	1
TraesCS1D02G102500	1D	90645097	90650285	TraesCS1A02G093900	1A	86644142	86649260	1
TraesCS6A02G088800	6A	57663031	57667742	TraesCS6B02G111200	6B	93413301	93417433	1
TraesCS6B02G378900	6B	653714433	653715546	TraesCS6D02G328000	6D	432913237	432914350	0
TraesCS1A02G416500	1A	574826362	574832131	TraesCS1D02G424300	1D	478805107	478810977	1
TraesCS1A02G416500	1A	574826362	574832131	TraesCS1B02G446700	1B	666814495	666819609	1
TraesCS7A02G518900	7A	703519508	703520712	TraesCS1D02G002100	1D	509821	510750	0
TraesCS5D02G075300	5D	74467227	74467490	TraesCS5A02G064500	5A	69867696	69867959	1
TraesCS5D02G075300	5D	74467227	74467490	TraesCS5B02G068200	5B	77708817	77709083	1
TraesCS5B02G273400	5B	458799781	458804703	TraesCS5A02G274000	5A	482822558	482827513	1
TraesCS5B02G273400	5B	458799781	458804703	TraesCS5D02G281500	5D	382940137	382941796	0
TraesCS6D02G312500	6D	421788213	421790728	TraesCS6B02G363800	6B	634939897	634942944	1
TraesCS6D02G312500	6D	421788213	421790728	TraesCS6A02G333400	6A	564507878	564510194	1
TraesCS6A02G333300	6A	564403172	564405750	TraesCS6B02G363700	6B	634639596	634642685	1
TraesCS6A02G333300	6A	564403172	564405750	TraesCS6D02G311900	6D	421472099	421475051	1
TraesCS3A02G260900	3A	483750747	483751352	TraesCS7D02G450000	7D	568978063	568978715	0
TraesCS5B02G493500	5B	661515247	661520456	TraesCS5A02G480600	5A	653468840	653473972	1
TraesCS5B02G493500	5B	661515247	661520456	TraesCS5D02G493800	5D	526404751	526409968	1
TraesCS1B02G294300	1B	512172610	512176124	TraesCS1A02G285000	1A	482335686	482339114	1
TraesCS1B02G294300	1B	512172610	512176124	TraesCS1D02G284000	1D	382234086	382237773	1
TraesCS6D02G123000	6D	87502547	87504054	TraesCS6A02G133500	6A	105637443	105638989	1
TraesCS6D02G123000	6D	87502547	87504054	TraesCS6B02G161900	6B	166139383	166140374	1
TraesCS5D02G428500	5D	486172080	486175823	TraesCS5A02G420300	5A	606902040	606905343	1
TraesCS5D02G428500	5D	486172080	486175823	TraesCS5B02G422100	5B	597227761	597230708	1
TraesCS7D02G294900	7D	369279628	369283720	TraesCS7B02G187400	7B	314928626	314930708	1
TraesCS7D02G294900	7D	369279628	369283720	TraesCS7A02G299800	7A	412893844	412911082	1
TraesCS5A02G382400	5A	580282073	580288080	TraesCS5D02G391700	5D	460169854	460176471	1
TraesCS5A02G382400	5A	580282073	580288080	TraesCS5B02G386300	5B	565768977	565774560	1
TraesCS1B02G017400	1B	8395175	8396240	TraesCS1D02G011500	1D	6280456	6281010	1
TraesCS1B02G017400	1B	8395175	8396240	TraesCS1A02G013400	1A	7525852	7526447	1
TraesCS1A02G433900	1A	584807264	584809173	TraesCS1D02G443200	1D	487222275	487224155	1
TraesCS1A02G433900	1A	584807264	584809173	TraesCS1D02G338700	1D	427704774	427706613	1
TraesCS1A02G433900	1A	584807264	584809173	TraesCS1B02G469800	1B	678469928	678471544	1
TraesCS3D02G141600	3D	103778236	103779006	TraesCS3B02G159300	3B	154424682	154425821	1
TraesCS3D02G141600	3D	103778236	103779006	TraesCS3A02G312700	3A	552558429	552559243	1
TraesCS2D02G436600	2D	547241786	547242333					
TraesCS7D02G010900	7D	5024600	5026051					
TraesCS4B02G115400	4B	132166215	132167951	TraesCS4D02G113100	4D	93710051	93711864	1
TraesCS4B02G115400	4B	132166215	132167951	TraesCS4A02G200000	4A	488110425	488112320	1
TraesCS2B02G043000	2B	19865795	19868739	TraesCS2A02G031100	2A	14327617	14331579	1
TraesCS3A02G036100	3A	19904872	19908628	TraesCS3B02G047900	3B	24246799	24251194	1
TraesCS3A02G036100	3A	19904872	19908628	TraesCS3D02G043900	3D	16875344	16879596	1
TraesCS4B02G173700	4B	380719892	380721878	TraesCS4A02G130800	4A	173931420	173933411	1
TraesCS4B02G173700	4B	380719892	380721878	TraesCS4D02G175900	4D	305054099	305056084	1
TraesCS3A02G327300	3A	572326758	572330733	TraesCS3D02G320700	3D	433740330	433744280	1
TraesCS3A02G327300	3A	572326758	572330733	TraesCS3B02G356700	3B	566840546	566844551	1
TraesCS1D02G370000	1D	448651423	448656746	TraesCS1B02G382000	1B	614451314	614456266	1
TraesCS1D02G370000	1D	448651423	448656746	TraesCS1A02G364600	1A	544370915	544376553	1
TraesCS6A02G250500	6A	464687053	464692930	TraesCS6D02G232300	6D	325817382	325820142	1
TraesCS6A02G250500	6A	464687053	464692930	TraesCS6B02G274900	6B	496988018	496990585	1
TraesCS5D02G346000	5D	432507969	432508832	TraesCS5B02G339300	5B	523216585	523217394	1
TraesCS5D02G346000	5D	432507969	432508832	TraesCS5A02G340800	5A	547325708	547326968	1
TraesCS2A02G143600	2A	88329275	88330574	TraesCS2D02G147200	2D	88120369	88121574	1
TraesCS2A02G143600	2A	88329275	88330574	TraesCS2B02G168600	2B	141367334	141368598	1
TraesCS3D02G463100	3D	567218912	567220299	TraesCS3A02G466900	3A	700572197	700573597	1
TraesCS5B02G050800	5B	55508181	55509060	TraesCS5A02G046300	5A	41461093	41461879	1
TraesCS2D02G491000	2D	589627845	589629690	TraesCS2B02G519000	2B	713880255	713881880	1
TraesCS2D02G491000	2D	589627845	589629690	TraesCS2A02G490500	2A	723986686	723988491	1
TraesCS7A02G132200	7A	85188197	85195822	TraesCS7D02G131800	7D	83592021	83599939	1
TraesCS1D02G084900	1D	69179241	69180792	TraesCS1B02G101100	1B	111025254	111026767	1
TraesCS1D02G084900	1D	69179241	69180792	TraesCS1A02G083800	1A	68373656	68375317	1
TraesCS7A02G166200	7A	121858512	121858718	TraesCS7B02G070700	7B	77818062	77818268	1
TraesCS7A02G166200	7A	121858512	121858718	TraesCS7D02G166800	7D	117472084	117472290	1
TraesCS5A02G027700	5A	23612962	23615525	TraesCS5D02G035400	5D	34802787	34805935	0
TraesCS2D02G507100	2D	600972574	600975540	TraesCS2B02G534700	2B	730995988	730998568	1
TraesCS2D02G507100	2D	600972574	600975540	TraesCS2A02G506400	2A	734343836	734346705	1
TraesCS7D02G520900	7D	618312820	618314255	TraesCS7B02G450700	7B	712724218	712725658	1
TraesCS7D02G520900	7D	618312820	618314255	TraesCS7A02G533500	7A	712050743	712052183	1
TraesCS1B02G458100	1B	672478345	672478599	TraesCS7A02G098000	7A	60148849	60149103	0
TraesCS5D02G269500	5D	372507985	372508269					
TraesCS5B02G109500	5B	153893367	153903250	TraesCS5A02G118300	5A	242843056	242856337	1
TraesCS5B02G109500	5B	153893367	153903250	TraesCS5D02G124300	5D	188335014	188343386	1
TraesCS3D02G036000	3D	13103440	13105890	TraesCS3B02G038900	3B	18773304	18776635	1
TraesCS3D02G036000	3D	13103440	13105890	TraesCS3A02G045200	3A	24205959	24209204	1
TraesCS1B02G327900	1B	553978918	553979517	TraesCS1A02G315700	1A	507555608	507556207	1
TraesCS1B02G327900	1B	553978918	553979517	TraesCS1D02G315900	1D	411058981	411059580	1
TraesCS2A02G213900	2A	199582181	199586794	TraesCS2D02G219700	2D	186959898	186964525	1
TraesCS2A02G213900	2A	199582181	199586794	TraesCS2B02G238900	2B	240308893	240319223	1
TraesCS4A02G458600	4A	723806694	723810629	TraesCS7D02G027100	7D	13294351	13298213	1
TraesCS5B02G314000	5B	496521936	496522271	TraesCS5D02G319800	5D	412360925	412361358	1
TraesCS5B02G314000	5B	496521936	496522271	TraesCS5A02G313100	5A	524240440	524241278	1
TraesCS2D02G307200	2D	394049097	394051165	TraesCS2B02G325900	2B	465652751	465655097	1
TraesCS3A02G458600	3A	695637380	695637652	TraesCS5D02G376700	5D	449149343	449149615	0
TraesCS3A02G458600	3A	695637380	695637652	TraesCS3B02G189300	3B	201564129	201564401	0
TraesCS3A02G502800	3A	725838153	725841682	TraesCS3D02G509200	3D	594888629	594892313	1
TraesCS3A02G502800	3A	725838153	725841682	TraesCS3B02G566100	3B	798392143	798396062	1
TraesCS6D02G374400	6D	458766203	458769952	TraesCS6A02G389100	6A	604876776	604880816	1
TraesCS6D02G374400	6D	458766203	458769952	TraesCS6B02G430100	6B	697760518	697764295	1
TraesCS2A02G247700	2A	367579855	367588508	TraesCS2B02G270000	2B	368303722	368312730	1
TraesCS2A02G247700	2A	367579855	367588508	TraesCS2D02G248000	2D	291854400	291862929	1
TraesCS3D02G509900	3D	595062529	595067402	TraesCS3B02G566700	3B	798493084	798498246	1
TraesCS3D02G509900	3D	595062529	595067402	TraesCS3A02G503300	3A	726103263	726108141	1
TraesCS1D02G225300	1D	313852111	313861186	TraesCS1B02G237000	1B	423960253	423969581	1
TraesCS1D02G225300	1D	313852111	313861186	TraesCS1A02G223700	1A	394252789	394261768	1
TraesCS5A02G471600	5A	648529705	648535385	TraesCS5D02G483900	5D	520347457	520348065	1
TraesCS5A02G471600	5A	648529705	648535385	TraesCS5B02G483900	5B	655582534	655583163	1
TraesCS2D02G253000	2D	304992367	304993353	TraesCS2A02G252300	2A	383608102	383609040	1
TraesCS2D02G253000	2D	304992367	304993353	TraesCS2B02G272100	2B	373491791	373493163	1
